id,latitude,longitude
C643828,37.602145990282885,-117.32803242782434
C830862,40.70197163847089,-118.145879265353
C747159,41.879514952114214,-114.36910506781462
C873918,38.95938909688582,-122.0215218902713
C993463,38.89606091689474,-115.72762494555232
C772556,39.276002244465396,-123.19028742315025
C596072,35.264120430709305,-120.69391517926933
C425160,41.73679628825751,-124.2077645457068
C747448,37.296351092434016,-119.20245121854218
C758909,34.32965590551576,-116.48301537752124
C212237,38.00652822930689,-121.43407883351324
C928456,38.89480694520095,-123.71549204126366
C962173,41.73184474511348,-122.40985395019139
C729801,41.542030420381955,-117.46024498647468
C957405,37.711198477236756,-117.268147924331
C944483,38.916994249313376,-123.65863594787183
C797601,41.923195900120085,-114.49211664156347
C629168,39.252798963936684,-123.21009218080252
C361710,37.24140443129096,-119.21702745065713
C873375,35.296405343828155,-120.7281962849494
C291264,38.94786322723702,-114.93071497009174
C155442,35.381069583477654,-120.7801904834585
C359623,39.7447084953886,-116.97029760316296
C491377,38.6559193741029,-123.42422667541534
C741081,41.27105861003212,-114.85798194197703
C655567,41.982006232938346,-114.37197801067767
C039872,33.336320618210635,-114.63202990908582
C240320,39.662643308352045,-120.24594510248141
C366377,38.671658940001386,-121.70610731147198
C683185,34.31898633390753,-116.42275066312548
C767032,38.961892859902115,-118.6840325405843
C896328,41.596722,-117.40232000000002
C788937,39.36238154250177,-123.2487269924184
C388013,40.50352089254255,-117.0703372622111
C855914,39.684813741681175,-116.05590454783754
C619118,41.78913661571789,-124.15709005043696
C981792,41.208288,-114.86098
C381645,38.898385,-123.65746
C779269,41.30083075736947,-114.83735179501261
C514283,41.782681,-124.16703
C174474,41.59254130864053,-117.41093376190973
C417151,39.297066305599536,-123.20687836204527
C021414,37.56992560267962,-121.91863281308194
C337515,41.218888852081335,-114.89098876528098
C156680,41.810090671846744,-124.1414526813912
C709233,34.306090230204994,-116.46831963807205
C416475,35.249927229889636,-120.66889219581975
C599729,38.94528954199787,-118.56667887287048
C543083,34.6457142358437,-120.47846956058245
C008506,37.406351005570606,-121.63774853521987
C235720,38.63860689383153,-123.42503973074123
C744394,40.11305866844714,-113.95026292038312
C593313,39.29762749704956,-123.14830056293064
C980928,41.72810208967984,-124.14174241759561
C251554,38.66107387901995,-123.40732942413372
C824449,38.84252243268056,-115.04166121225369
C724646,38.898938087432605,-123.61737962178286
C792788,41.751341918832324,-122.40104240942415
C643567,41.888268939494075,-114.42145016690637
C176991,40.700131,-118.11473
C388735,38.71489445954005,-121.93433372202448
C392145,38.736393567882985,-122.00138762409543
C631864,41.58074648599729,-117.40988337575955
C878798,41.669604750926,-117.4427915307488
C975604,39.802662225021216,-115.94476597671795
C141003,38.90842840711727,-123.68177015358327
C230532,41.88667748332831,-114.45591420706921
C194427,39.658834146395876,-120.28709266713179
C726457,37.603905115443794,-121.93779717088134
C257537,38.98420994831501,-118.72541378479134
C044129,38.03494095615676,-121.32155360031382
C668734,40.70488942572342,-118.09528505933147
C621513,35.231963552793914,-120.59478887792928
C872725,37.38857164167499,-121.58045761326032
C512832,41.7988576284653,-122.40878104626593
C440291,38.95916620931323,-115.71492120918408
C575819,34.668917685901555,-120.46187579035063
C719820,35.25384087597008,-120.6591202976967
C280899,41.252808507591205,-114.70126040673553
C010487,37.57627316670844,-117.31907594559192
C230909,38.99472169274164,-122.09049651328057
C990579,40.1056276261328,-113.9375313067623
C974546,41.60737001983597,-117.43892624312778
C130068,38.611574903975786,-123.42275176781261
C412670,38.9062310337958,-115.732922460393
C906612,35.648315694312075,-121.19657279804332
C735113,39.69427180549325,-120.23891244094034
C187013,41.32401222464399,-116.11629494985837
C012757,41.60900716108572,-117.41378158829541
C925323,35.67090810453024,-121.20877844610001
C735663,38.85496093067689,-115.0586107352124
C201831,38.85420871321793,-115.02414995545801
C630065,40.49384643629837,-117.09665885720922
C700842,41.94954849944754,-114.42729844823583
C179314,38.95978311283456,-115.7209457746951
C663108,34.29985155284147,-116.50830240390631
C815640,41.3090446165684,-116.10528093915993
C376164,38.87323270093944,-123.7013653260597
C022777,38.973522839955365,-118.67833809548371
C203424,38.84274752932582,-115.0521589888927
C144566,39.663798729538456,-120.22505151291782
C683474,38.916200439925,-115.65987271554884
C153535,39.29683529291641,-123.18569515612263
C588002,41.23059879784777,-114.77043193737228
C708215,41.208288,-114.86098
C767657,39.29400478527618,-123.24656050154981
C834691,34.64295294458608,-120.4501597274194
C077744,39.73703830120842,-116.99306630272059
C294645,38.95649350783772,-115.68702881468214
C295315,39.313379280946855,-123.19367779732937
C212613,40.700131,-118.11473
C485378,38.919054862191935,-118.65599092922183
C563965,40.47029191541271,-117.07484511820365
C151898,34.67971918641484,-120.47902779400138
C770047,39.72677437621697,-116.01204212262101
C086137,37.55299170358882,-117.31351715119634
C125867,34.64459492469705,-120.47056802652773
C333638,37.59534472832292,-117.260424818606
C020924,34.625650362102135,-120.44961314167996
C686815,39.6703067149843,-120.23733468622306
C331019,34.61699060744867,-120.40505321800987
C679616,39.245041692770755,-123.10814162678903
C452642,41.899995258649234,-114.42248944851491
C369590,34.28673404720447,-116.46667679150595
C446973,37.57112252093106,-121.86746901190682
C366647,37.582603300509106,-121.85761317067112
C197728,39.70017779915426,-116.9916578585972
C398464,39.28145995738096,-123.2933883704
C989805,38.68564908406623,-123.40863852206967
C555854,37.623932233692344,-121.83481400260779
C685006,41.86792090773053,-114.45603987871421
C533905,35.637326122171416,-121.21733962216342
C373443,39.26162205435648,-123.22018449670482
C819039,37.63983464520289,-121.87721624615997
C416096,38.78556906290427,-121.95292168854834
C594090,39.66284783130689,-120.24418024657479
C969887,39.74571499908434,-117.02722813914107
C033315,41.1297917760389,-114.86349987806038
C132463,38.96913102572434,-122.00497553372725
C668377,41.876864903336326,-114.56661519917769
C327499,35.225769713009534,-120.64958918767708
C909299,35.67596116367459,-121.20957165163185
C010666,41.6735118102179,-122.35175730726327
C279303,38.890737235069544,-123.64386892382711
C797196,35.27586005577376,-120.65595014394198
C517104,34.6249401670616,-120.40667441118262
C279023,34.319023451299685,-116.45705679638746
C327497,38.72800721146763,-121.89941752776181
C883050,41.898559650408195,-114.4220667407342
C175778,40.405333228969795,-117.28825355735543
C070338,41.87586559654407,-114.38277705315228
C268388,37.59196948340365,-117.302242399324
C692628,38.62984267767819,-123.49677050284282
C310683,38.0368128690411,-121.40780889153196
C563627,37.33351100067465,-119.08034031969508
C040861,41.208288,-114.86098
C267380,38.85387810318747,-115.78236021467232
C806124,41.197730681890995,-114.85681019569031
C749178,38.95724527566271,-115.74689932523904
C345213,38.96084023559822,-118.67619479089493
C707033,38.96270110267038,-118.67587152506107
C841174,41.208288,-114.86098
C550977,37.24739774458781,-119.28316009050631
C898126,40.69708913179602,-118.06020459796314
C513676,41.899786831510845,-114.4268325996352
C534367,38.73075977791984,-121.97431374238056
C086758,39.65132414651907,-120.25829491920383
C905710,34.58602514419164,-120.43947545515954
C823472,39.28560469313293,-123.25614504475317
C051490,34.31038999999999,-116.45012
C108070,41.596722,-117.40232000000002
C772970,39.62967665834932,-120.27760975868797
C301339,34.64649818233183,-120.4270162737047
C702753,40.52376527700882,-117.07845290534732
C638254,38.93137583903591,-115.65690701554449
C325343,40.716358412078606,-118.10861765030995
C820641,41.7591014824007,-124.14567302332917
C686245,38.88814053696511,-114.97421842382816
C726199,41.91930726308231,-114.45877942964347
C168220,40.70380559723262,-118.1195836913367
C050437,41.890871999999995,-114.44545
C134669,34.64809154839091,-120.47099496472325
C544893,37.404243124290176,-121.5064416026114
C843398,38.99265271945518,-118.67213043270219
C215722,33.39571224571917,-114.75881183524393
C700847,39.73373480829196,-116.05305336764239
C153090,34.26697277088276,-116.43349015334623
C630478,39.276115751441544,-123.17798115771858
C242459,38.846272661252854,-115.01686802259721
C256465,40.0899450094289,-113.93169272941961
C675079,37.58853880165164,-117.32416011555542
C887221,41.87729531229794,-114.43569903104346
C184951,38.91025706365417,-115.02517227419881
C872579,37.283808143371694,-119.20635702727449
C348363,38.91471208638299,-118.74939270671595
C021592,40.4853683493427,-117.09738468768091
C185122,38.72264731225328,-121.9964386330047
C077120,37.17984877868727,-119.24992882461856
C102419,35.62513738633166,-121.19514108195055
C636665,38.90689200343033,-122.05715753629657
C210659,35.23187371452976,-120.59610381251554
C851913,41.73007459621735,-122.40424530390679
C876445,33.33175748405544,-114.74181969403864
C362757,38.63708319846337,-123.38542925646829
C295855,37.24147963719946,-119.24697364274854
C036882,41.30809159847738,-116.11251960577256
C562932,38.91353370223372,-115.70104569506204
C443975,38.977197608709126,-122.00516390817847
C930416,39.765760733431094,-117.03661613008506
C395469,38.88608884959899,-123.66120148553115
C499069,37.527239211777726,-122.03747402374044
C620809,39.71570527255903,-117.03957717162766
C300148,37.5438769962669,-117.40463046501691
C946929,35.251192711037355,-120.68987728401898
C776998,38.950895348719804,-115.7132530099146
C808603,37.57506511943142,-121.91746836202105
C220688,35.66685403291202,-121.19643720180471
C696431,41.89689966487763,-114.4395926925888
C690685,40.48599593226515,-117.07149351672385
C013930,39.70550845252328,-116.02380458196224
C133250,38.983440649848966,-122.06487161357113
C815136,38.827654941878734,-115.02075380357063
C612438,41.336671585437266,-116.11716252971466
C999319,35.27495626636904,-120.67574636661456
C236938,37.53039176350033,-117.32322407534622
C331329,38.95055478651063,-115.6053985116112
C236694,37.39038590567084,-121.6453353981443
C528456,38.95461909657505,-115.70433279407364
C461954,34.3242886140275,-116.43638680836678
C336423,41.70369916366639,-124.10345673934641
C295871,39.76976177292578,-116.91279410670671
C235099,41.79715754078165,-124.21206956288944
C135708,33.3387227667145,-114.70098938623542
C149886,38.96206343993169,-122.02111215313477
C481230,34.305933222045226,-116.44921695052562
C433770,38.787120707933674,-115.09207509874291
C128716,37.6018624475913,-121.87000866509699
C382246,38.66454075551687,-123.40365711647789
C812603,38.9189919143932,-115.70877545593319
C664555,38.67274175385544,-123.4186544275547
C516354,34.65443676143214,-120.48740592656186
C382873,37.95233831032368,-121.40381593250964
C010117,38.939109094248934,-115.69759065859918
C813009,38.941925633976425,-118.64818599511833
C285872,39.74418171447915,-116.98083468905625
C818338,34.6361883978365,-120.38869794227759
C557253,35.249483731784004,-120.61699516009922
C233525,39.03630177054424,-122.01750362412727
C021755,37.26083740065719,-119.16285702820115
C251284,37.651494472934274,-121.83038775752202
C478320,41.87642981068979,-114.34270675825013
C384075,34.67790964033229,-120.44986407207358
C857903,37.239861190667554,-119.23764846146852
C196780,41.78262495940628,-124.14747173061289
C733602,38.63748373373243,-123.40269675396414
C591228,40.073426679040644,-114.01060191825354
C721254,37.979460433638245,-121.41594753751852
C205282,39.66443436202755,-120.27258003754523
C116740,38.69324367587447,-122.0086537645619
C992212,38.898517368836146,-115.11554101894177
C007788,38.91937296157467,-115.76189067267985
C776721,38.87499886666404,-123.67109223245315
C313473,41.73642400000001,-122.40008
C326201,40.113751747845825,-113.95394968812927
C284377,40.08610301949657,-113.87955394023011
C562537,39.29562853151022,-123.22660731820508
C420385,35.22131702967227,-120.63595941272848
C061225,38.93844672849463,-115.67822053240039
C014499,38.81253774147051,-115.03195276536573
C551334,41.5544036036856,-117.45183104111632
C465808,38.08479683526548,-121.35578450123549
C773644,34.3027629034507,-116.41780050473457
C688280,38.7507223683507,-122.0270021582161
C133628,40.140048541468104,-113.88829175807552
C478171,38.996536250731126,-122.02502465631004
C131672,38.937400873087626,-122.018773535967
C742672,35.67303821320845,-121.21992114725126
C429839,39.724280051981516,-116.03319024642717
C031929,38.87151635113365,-123.57380449204175
C858702,40.48980530208197,-117.09434017053506
C501758,38.65959191177841,-123.38232803216876
C361916,41.63039294027158,-117.440983047984
C156761,37.3579360235239,-121.67750841181824
C486565,40.73660279123417,-118.06256516022063
C332941,37.57220839169754,-121.88300921206098
C173568,35.64484614887075,-121.19826190703475
C650034,38.94742223906511,-118.62844349917674
C164697,39.04294662053912,-115.71010394350552
C329967,41.30417084385892,-114.88127525717927
C911415,37.392064102431156,-121.67259899652015
C586172,38.97159,-122.02725000000001
C114645,39.013039665571604,-118.77956900464635
C671323,41.879575463327875,-114.44404512655676
C269799,39.7061621548178,-117.0621621910109
C376577,35.28287653540389,-120.6643405554468
C071169,37.62926975318183,-121.90320958998271
C620421,38.65672582502403,-123.37946914827572
C026463,39.355921893393955,-123.21922490635521
C450090,37.571495,-117.31507
C891996,34.349442114061375,-116.51460992847633
C604656,40.102288074729785,-113.91106618231159
C133372,41.53029266282266,-117.27694395171685
C300157,38.973223613480165,-122.01192534041336
C744475,38.93728911853233,-115.6750622064183
C959294,38.9069963478135,-115.7766744431233
C325114,37.62774529111727,-121.92103244527453
C652705,41.890790712259985,-114.4534202309875
C827941,38.826571013705276,-115.00809310322855
C541413,37.570293222586514,-121.83260595792277
C435141,41.894878346431156,-114.46013268039489
C437880,41.90812162054643,-114.46165247009208
C839438,41.88054479299609,-114.45905081482776
C153882,40.63876236599192,-118.04536444318728
C537245,38.97935447852321,-118.61288984122315
C816077,37.61570709005231,-117.30484860655008
C891161,41.79434692113544,-124.19253308535745
C995423,37.19716701505843,-119.18511839608239
C478131,39.716798427098674,-116.06678448128447
C546369,41.72666395217123,-122.40995248364955
C837449,38.96973008293521,-118.67746449978323
C089663,37.39835653645559,-121.63491461887453
